job_id,skill_abr
3884994047,MGMT
3884994047,PRDM
3884995002,BD
3884995002,IT
3884942284,BD
3884942284,SALE
3887834584,FIN
3887834584,SALE
3884443193,IT
3887709892,OTHR
3885810246,IT
3884992276,CNSL
3884992276,IT
3884992276,ENG
3884993204,IT
3884993204,CNSL
3884993204,ENG
3884441429,SALE
3884434253,CNSL
3884434253,IT
3884434253,SALE
3887702227,MGMT
3887702227,MNFC
3887838228,SALE
3887838228,BD
3884498938,PRJM
3884433728,IT
3884433728,ACCT
3887721293,IT
3884443063,MRKT
3884443063,SALE
3887843648,OTHR
3885814035,IT
3885803990,MRKT
3885803990,SALE
3887700482,SALE
3887700482,BD
3884802259,IT
3884802259,ENG
3884802259,CNSL
3885809748,OTHR
3884435773,MGMT
3884435773,MNFC
3884993202,TRNG
3884993202,HR
3884811025,IT
3884930215,IT
3884930215,CNSL
3884430666,ENG
3884430666,IT
3887852697,SALE
3887852697,BD
3884939038,MRKT
3884939038,PR
3884939038,WRT
3884450322,ENG
3884450322,IT
3884994042,PRJM
3884994042,MGMT
3884994042,PRDM
3887702047,SALE
3887702047,BD
3887853625,OTHR
3884812706,SALE
3884812706,BD
3884994049,GENB
3884994049,MGMT
3884994049,STRA
3884916086,PRJM
3884916086,IT
3884991624,PR
3884991624,MRKT
3887702040,SALE
3887702040,BD
3884440631,ACCT
3884440631,STRA
3884440631,FIN
3885807394,MGMT
3885807394,MNFC
3884821376,IT
3884435436,CNSL
3884435436,MGMT
3884435436,STRA
3884994032,IT
3884994032,CNSL
3884994032,ENG
3884991599,SALE
3884991599,ADVR
3884991599,BD
3885807874,IT
3884434487,CNSL
3884434487,IT
3884434487,SALE
3885805809,IT
3884437909,ENG
3884437909,IT
3884447181,SALE
3884447181,BD
3884992260,MNFC
3884992260,OTHR
3885811432,IT
3884437819,ENG
3884437819,IT
3885814238,IT
3884441842,PRDM
3884441842,MRKT
3884811489,SALE
3884811489,BD
3887719098,ENG
3887719098,IT
3887831873,PRJM
3887831873,MRKT
3884993194,OTHR
3884993194,MNFC
3884989880,PRJM
3884989880,MGMT
3884989880,PRDM
3884816373,ENG
3884816373,IT
3887725194,IT
3884824082,ENG
3884824082,IT
3887869736,LGL
3884806563,ENG
3884806563,IT
3884806563,DSGN
3884934116,OTHR
3887869622,MGMT
3887869622,MNFC
3887488834,SALE
3887488834,BD
3887869618,MGMT
3887869618,MNFC
3884989878,BD
3884989878,IT
3887851855,MRKT
3887851855,SALE
3887870493,SALE
3887870493,BD
3884989909,IT
3884989909,CNSL
3884989909,ENG
3884819067,HR
3884991601,PRJM
3884991601,MGMT
3884991601,PRDM
3885812424,ENG
3885812424,IT
3884440607,ENG
3884440607,IT
3884992302,PRJM
3884992302,IT
3884992302,PRDM
3884440270,ENG
3884440270,IT
3885809569,ENG
3885809569,IT
3884992267,IT
3884992267,CNSL
3884992267,ENG
3887844150,IT
3887844150,ENG
3887844150,DSGN
3884439226,PRJM
3884439226,IT
3884806569,IT
3884440264,HCPR
3884440264,OTHR
3887851777,ENG
3887851777,IT
3885812151,IT
3887868786,SALE
3887868786,BD
3884933304,MRKT
3884933304,SALE
3887839078,DSGN
3887839078,ART
3887839078,IT
3884440921,MGMT
3884440921,STRA
3884440921,CNSL
3884439460,HR
3887869629,SALE
3887869629,BD
3884432784,ENG
3884432784,IT
3887866982,MRKT
3887866982,SALE
3885811482,IT
3887496604,OTHR
3887868829,MRKT
3887868829,SALE
3884816076,SALE
3884816076,BD
3884434020,IT
3887869696,ENG
3887869696,IT
3884437645,IT
3884444162,ENG
3884444162,IT
3884442778,PRJM
3884442778,IT
3884811465,IT
3885813400,OTHR
3884802797,IT
3884802797,ENG
3887702046,SALE
3887702046,BD
3887882039,HR
3884430949,ENG
3884430949,IT
3887853674,WRT
3887853674,IT
3887853674,ENG
3887716440,SALE
3887716440,BD
3884442045,IT
3884442045,OTHR
3884827148,SALE
3884827148,BD
3887870369,IT
3884937135,HR
3887883091,MRKT
3887883091,SALE
3887714927,IT
3887868780,MGMT
3887868780,MNFC
3887711203,ADM
3887711203,ACCT
3887711203,ADVR
3887871221,ENG
3887871221,IT
3887877805,IT
3887499526,SALE
3887499526,BD
3884802688,CUST
3884802688,CNSL
3884802688,OTHR
3887877769,ACCT
3887877769,FIN
3884994037,FIN
3884994037,IT
3884994037,ACCT
3884818954,IT
3887496595,SALE
3887496595,BD
3884448485,ENG
3884448485,IT
3887877513,IT
3884823665,MRKT
3885812255,SALE
3885812255,BD
3884441417,ENG
3884441417,IT
3885808742,IT
3884804969,BD
3884804969,SALE
3887873241,ENG
3887873241,IT
3885811246,RSCH
3885811246,ANLS
3885811246,IT
3887880163,IT
3887863263,PRJM
3887863263,IT
3884996014,RSCH
3887878491,PRJM
3887878491,IT
3884828265,MRKT
3884995012,MGMT
3884995012,DIST
3884995012,SUPL
3884821423,ENG
3884821423,IT
3887880164,SALE
3887880164,BD
3884822885,IT
3884814321,SALE
3884814321,BD
3887872042,MGMT
3887872042,MNFC
3884991615,SALE
3884991615,ADVR
3884991615,BD
3884996024,STRA
3884996024,ANLS
3884996024,IT
3887706104,ENG
3887706104,IT
3887880162,IT
3885827756,IT
3887874921,OTHR
3885829179,OTHR
3884994063,CNSL
3884994063,IT
3884994063,ENG
3884820141,ENG
3884820141,IT
3887700486,OTHR
3885827753,MGMT
3885827753,MNFC
3884827488,MGMT
3884827488,STRA
3884827488,CNSL
3887868542,OTHR
3885816032,MRKT
3885816032,PR
3885816032,WRT
3885824910,IT
3885828261,QA
3885824932,IT
3885828295,HCPR
3884827516,MGMT
3884827516,STRA
3884827516,CNSL
3887875969,IT
3887872242,SALE
3887872242,BD
3884992261,RSCH
3884992261,SCI
3884992261,ENG
3887868787,SALE
3887868787,BD
3884829220,IT
3885826866,ENG
3885826866,IT
3885827742,IT
3884992254,SALE
3884992254,ADVR
3884992254,BD
3887882942,DSGN
3887882942,ART
3887882942,IT
3885386038,ENG
3885386038,IT
3884989884,SALE
3884989884,ADVR
3884989884,BD
3885823892,OTHR
3884810486,FIN
3884820711,ENG
3884820711,IT
3885809747,OTHR
3884820659,ENG
3884820659,IT
3885811410,IT
3884437326,ENG
3884437326,IT
3884824725,SALE
3884824725,BD
3887888043,ADM
3885830021,MGMT
3885830021,MNFC
3885823912,FIN
3885823912,SALE
3885835246,EDU
3885835246,TRNG
3887879080,IT
3887888501,HR
3885826872,FIN
3885826872,SALE
3884823134,FIN
3884823134,SALE
3884830257,MGMT
3884830257,STRA
3884830257,CNSL
3885813251,BD
3885813251,SALE
3885824917,IT
3885827737,ADM
3885827745,IT
3885824934,SALE
3885824934,BD
3887713771,ENG
3887713771,IT
3884443228,IT
3885824923,IT
3887870497,SALE
3887870497,BD
3887718043,PRJM
3887718043,IT
3884990764,BD
3884990764,IT
3887886520,ENG
3887886520,IT
3885811977,HR
3884829470,MGMT
3884829470,STRA
3884829470,CNSL
3885810454,IT
3884828731,ENG
3884828731,IT
3884992277,DIST
3884992277,SUPL
3884992277,ENG
3885823900,ENG
3885823900,IT
3884830503,HCPR
3885819744,SALE
3885819744,BD
3885827758,IT
3885830015,MGMT
3885830015,MNFC
3884994022,PRJM
3884994022,IT
3884994022,PRDM
3885826873,IT
3885829649,IT
3884438323,IT
3884935367,ANLS
3884935367,IT
3884935367,STRA
3887894639,ENG
3887894639,IT
3887893566,ENG
3887893566,IT
3885826854,OTHR
3887868541,BD
3887868541,SALE
3885807706,IT
3884816521,FIN
3884816521,SALE
3887720515,ENG
3885828292,HCPR
3887495897,BD
3887495897,SALE
3887892369,RSCH
3887892369,ANLS
3887892369,IT
3885833582,ENG
3885826853,ADM
3887893274,SALE
3887893274,BD
3885825647,MGMT
3885825647,MNFC
3887870235,RSCH
3887870235,ANLS
3887870235,IT
3884828708,MGMT
3884828708,STRA
3884828708,CNSL
3885831292,MGMT
3885831292,MNFC
3885826868,IT
3884831974,ACCT
3884831974,FIN
3887889257,SALE
3887889257,BD
3887876724,IT
3885825903,HCPR
3884989876,ART
3884989876,DSGN
3885825893,HCPR
3885838440,PRCH
3885838440,SUPL
3885834305,IT
3887856096,MGMT
3887856096,MNFC
3885829180,HCPR
3885829198,OTHR
3884838225,ENG
3884838225,IT
3884443358,SALE
3884443358,BD
3887857245,IT
3885829893,IT
3887889781,PRDM
3887889781,MRKT
3887885054,ACCT
3887885054,FIN
3887701058,OTHR
3887498574,ADM
3884995028,STRA
3884995028,ANLS
3884995028,IT
3885826856,OTHR
3887845588,OTHR
3888013782,ENG
3888013782,IT
3887882925,MGMT
3887882925,MNFC
3885825914,HR
3885811464,IT
3885803986,SALE
3885803986,BD
3887717150,DSGN
3887717150,ART
3887717150,IT
3885828264,IT
3884497778,SALE
3884497778,BD
3884826424,MRKT
3887892853,OTHR
3885813301,SALE
3885813301,BD
3885830707,SALE
3885830707,BD
3885831579,SALE
3885826858,OTHR
3884991627,IT
3884991627,CNSL
3884991627,ENG
3885830014,OTHR
3884839409,ENG
3884839409,IT
3887879975,IT
